group group.name disease flag n.target n.disease n.overlap s z
DB00337 Pimecrolimus lung.diseases False 2 71 0 NA -0.725575
DB00337 Pimecrolimus bacterial.infections False 2 26 0 NA -1.638936
DB00337 Pimecrolimus diabetes.mellitus.type.1 False 2 82 0 NA 0.761219
DB00337 Pimecrolimus arthritis.rheumatoid False 2 42 0 NA 0.498649
DB00337 Pimecrolimus liver.cirrhosis.biliary False 2 23 0 NA 0.104318
DB00337 Pimecrolimus coronary.artery.disease False 2 31 0 NA -1.792472
DB00337 Pimecrolimus leukemia.lymphoid False 2 66 0 NA 0.928344
DB00337 Pimecrolimus arterial.occlusive.diseases False 2 44 0 NA -1.496544
DB00337 Pimecrolimus heart.diseases False 2 167 0 NA -1.836350
DB01248 Docetaxel bone.diseases.metabolic False 2 27 0 NA 0.483971
DB01248 Docetaxel colorectal.neoplasms False 2 42 0 NA 2.265295
DB01248 Docetaxel eye.diseases False 2 231 0 NA 1.876245
DB01248 Docetaxel collagen.diseases False 2 25 0 NA 0.468413
DB01248 Docetaxel leukemia.myeloid.acute False 2 43 0 NA -0.940208
DB01248 Docetaxel kidney.diseases False 2 144 0 NA 2.178499
DB01248 Docetaxel epilepsy False 2 25 0 NA 0.424803
DB01248 Docetaxel joint.diseases False 2 79 0 NA -0.746083
DB01248 Docetaxel vascular.diseases False 2 181 0 NA 1.855440
DB01248 Docetaxel neuroendocrine.tumors False 2 24 0 NA 1.116068
DB01248 Docetaxel parkinsonian.disorders False 2 31 0 NA 0.662029
DB01248 Docetaxel hypopigmentation False 2 22 0 NA -0.687046
DB01248 Docetaxel intestinal.neoplasms False 2 42 0 NA 2.288949
DB01248 Docetaxel thyroid.diseases False 2 30 0 NA -0.772760
DB01248 Docetaxel diabetes.mellitus False 2 162 0 NA -0.861276
DB01248 Docetaxel dementia False 2 42 0 NA -0.138943
DB01248 Docetaxel mycobacterium.infections False 2 22 0 NA 0.977931
DB01248 Docetaxel arrhythmias.cardiac False 2 30 0 NA 0.343937
DB01248 Docetaxel prostatic.neoplasms False 2 61 0 NA 0.020947
DB01248 Docetaxel head.and.neck.neoplasms True 2 35 0 NA 0.023742
DB01248 Docetaxel inflammatory.bowel.diseases False 2 119 0 NA 0.687807
DB01248 Docetaxel gastrointestinal.neoplasms False 2 72 0 NA 1.406827
DB01248 Docetaxel asthma False 2 36 0 NA -0.296829
DB01248 Docetaxel alzheimer.disease False 2 29 0 NA -0.546579
DB01248 Docetaxel metabolism.inborn.errors False 2 289 0 NA 0.955514
DB01248 Docetaxel macular.degeneration False 2 44 0 NA 0.539289
DB01248 Docetaxel breast.neoplasms True 2 40 0 NA 1.785811
DB01248 Docetaxel hypersensitivity False 2 45 0 NA -0.115064
DB01248 Docetaxel adenocarcinoma False 2 32 0 NA 0.140119
DB01248 Docetaxel bone.diseases False 2 144 0 NA -0.446023
DB01248 Docetaxel insulin.resistance False 2 26 0 NA 0.646710
DB01248 Docetaxel motor.neuron.disease False 2 31 0 NA 0.150300
DB01248 Docetaxel crohn.disease False 2 71 0 NA 0.417636
DB01248 Docetaxel endocrine.system.diseases False 2 291 0 NA 0.028616
DB01248 Docetaxel keratosis False 2 21 0 NA -0.977917
DB01248 Docetaxel psoriasis False 2 54 0 NA -0.016740
DB01248 Docetaxel varicose.veins False 2 20 0 NA -1.757325
DB01248 Docetaxel spinal.cord.diseases False 2 59 0 NA 0.754702
DB01248 Docetaxel neoplasms False 2 482 1 NA -3.104561
DB01248 Docetaxel rheumatic.diseases False 2 59 0 NA -1.011567
DB01248 Docetaxel pancreatic.diseases False 2 24 0 NA 1.245417
DB01248 Docetaxel myocardial.ischemia False 2 43 0 NA 0.789694
DB01248 Docetaxel autoimmune.diseases False 2 243 0 NA -0.098087
DB01248 Docetaxel kidney.neoplasms False 2 20 0 NA 0.936875
DB01248 Docetaxel arthritis False 2 76 0 NA -0.759024
DB01248 Docetaxel leukemia False 2 117 1 NA -2.633406
DB01248 Docetaxel hyperinsulinism False 2 26 0 NA 0.620389
DB01248 Docetaxel diabetes.mellitus.type.2 False 2 72 0 NA -2.062600
DB01248 Docetaxel arteriosclerosis False 2 38 0 NA 0.856893
DB01248 Docetaxel gastroenteritis False 2 122 0 NA 0.689697
DB01248 Docetaxel liver.cirrhosis False 2 24 0 NA -0.227336
DB01248 Docetaxel parkinson.disease False 2 30 0 NA 0.622414
DB01248 Docetaxel lupus.erythematosus.systemic False 2 75 0 NA 0.255292
DB01248 Docetaxel anemia.hemolytic False 2 29 0 NA 0.735295
DB01248 Docetaxel lymphoma False 2 24 0 NA -1.323151
DB01248 Docetaxel colitis.ulcerative False 2 55 0 NA 0.963827
DB01248 Docetaxel malabsorption.syndromes False 2 34 0 NA 0.855069
DB01248 Docetaxel colitis False 2 55 0 NA 0.950396
DB01248 Docetaxel anemia False 2 58 0 NA 0.978838
DB01248 Docetaxel sarcoma False 2 25 0 NA 1.177387
DB01248 Docetaxel multiple.sclerosis False 2 69 0 NA 0.636364
DB01248 Docetaxel coronary.disease False 2 37 0 NA 0.763083
DB01248 Docetaxel lymphoma.non.hodgkin False 2 22 0 NA -1.318111
DB01248 Docetaxel hematologic.diseases False 2 188 0 NA -0.068292
DB01248 Docetaxel skin.diseases False 2 278 0 NA -0.010057
DB01248 Docetaxel blood.coagulation.disorders False 2 40 0 NA 0.846655
DB01248 Docetaxel cardiovascular.diseases False 2 330 0 NA 3.110642
DB01248 Docetaxel amyotrophic.lateral.sclerosis False 2 21 0 NA -0.532314
DB01248 Docetaxel cardiomyopathy.dilated False 2 29 0 NA -0.807527
DB01248 Docetaxel lung.diseases False 2 71 0 NA 0.951477
DB01248 Docetaxel bacterial.infections False 2 26 0 NA -0.334544
DB01248 Docetaxel diabetes.mellitus.type.1 False 2 82 0 NA 1.444413
DB01248 Docetaxel arthritis.rheumatoid False 2 42 0 NA -1.373068
DB01248 Docetaxel liver.cirrhosis.biliary False 2 23 0 NA -0.231013
DB01248 Docetaxel coronary.artery.disease False 2 31 0 NA 0.712274
DB01248 Docetaxel leukemia.lymphoid False 2 66 1 NA -2.372464
DB01248 Docetaxel arterial.occlusive.diseases False 2 44 0 NA 0.979660
DB01248 Docetaxel heart.diseases False 2 167 0 NA 0.914028
DB00627 Niacin bone.diseases.metabolic False 2 27 0 NA 0.662860
DB00627 Niacin colorectal.neoplasms False 2 42 0 0.0 0.258690
DB00627 Niacin eye.diseases False 2 231 0 NA -0.342058
DB00627 Niacin collagen.diseases False 2 25 0 NA -0.567925
DB00627 Niacin leukemia.myeloid.acute False 2 43 0 -0.0332860280817 0.216747
DB00627 Niacin kidney.diseases False 2 144 0 NA 0.634854
DB00627 Niacin epilepsy False 2 25 0 0.0517413213886 -0.685705
DB00627 Niacin joint.diseases False 2 79 0 NA 0.350871
DB00627 Niacin vascular.diseases True 2 181 0 NA -0.434835
DB00627 Niacin neuroendocrine.tumors False 2 24 0 NA -1.369567
DB00627 Niacin parkinsonian.disorders False 2 31 0 NA 0.944499
DB00627 Niacin hypopigmentation False 2 22 0 NA -1.638551
DB00627 Niacin intestinal.neoplasms False 2 42 0 NA 0.199938
DB00627 Niacin thyroid.diseases False 2 30 0 NA -0.361461
DB00627 Niacin diabetes.mellitus False 2 162 0 NA 0.646473
DB00627 Niacin dementia False 2 42 0 NA 0.079602
DB00627 Niacin mycobacterium.infections False 2 22 0 NA 0.767550
DB00627 Niacin arrhythmias.cardiac False 2 30 0 NA -0.547784
DB00627 Niacin prostatic.neoplasms False 2 61 0 -0.0590666724093 0.114039
DB00627 Niacin head.and.neck.neoplasms False 2 35 0 NA 0.054158
DB00627 Niacin inflammatory.bowel.diseases False 2 119 0 -0.0500966922216 0.595853
DB00627 Niacin gastrointestinal.neoplasms False 2 72 0 NA -0.739477
DB00627 Niacin asthma False 2 36 0 0.076664872082 0.991332
DB00627 Niacin alzheimer.disease False 2 29 0 -0.0385709363425 -0.173412
DB00627 Niacin metabolism.inborn.errors False 2 289 0 NA -0.298653
DB00627 Niacin macular.degeneration False 2 44 0 NA -0.404582
DB00627 Niacin breast.neoplasms False 2 40 0 0.0 1.377107
DB00627 Niacin hypersensitivity False 2 45 0 NA 1.170457
DB00627 Niacin adenocarcinoma False 2 32 0 NA -1.241216
DB00627 Niacin bone.diseases False 2 144 0 NA 0.706431
DB00627 Niacin insulin.resistance False 2 26 0 NA 0.599888
DB00627 Niacin motor.neuron.disease False 2 31 0 NA 1.176973
DB00627 Niacin crohn.disease False 2 71 0 NA 0.253442
DB00627 Niacin endocrine.system.diseases False 2 291 0 NA -0.091912
DB00627 Niacin keratosis False 2 21 0 NA -0.496173
DB00627 Niacin psoriasis False 2 54 0 -0.0421147385649 -1.142839
DB00627 Niacin varicose.veins False 2 20 0 NA 0.470345
DB00627 Niacin spinal.cord.diseases False 2 59 0 NA 1.543813
DB00627 Niacin neoplasms False 2 482 0 NA -0.901658
DB00627 Niacin rheumatic.diseases False 2 59 0 NA 0.218062
DB00627 Niacin pancreatic.diseases False 2 24 0 NA 0.900700
DB00627 Niacin myocardial.ischemia False 2 43 0 NA 0.934791
DB00627 Niacin autoimmune.diseases False 2 243 0 NA -0.258169
DB00627 Niacin kidney.neoplasms False 2 20 0 NA -0.429251
DB00627 Niacin arthritis False 2 76 0 NA 0.377676
DB00627 Niacin leukemia False 2 117 0 NA 0.763395
DB00627 Niacin hyperinsulinism False 2 26 0 NA 0.569978
DB00627 Niacin diabetes.mellitus.type.2 False 2 72 0 -0.100842665174 0.215249
DB00627 Niacin arteriosclerosis True 2 38 0 NA 0.989345
DB00627 Niacin gastroenteritis False 2 122 0 NA 0.541180
DB00627 Niacin liver.cirrhosis False 2 24 0 NA -0.304377
DB00627 Niacin parkinson.disease False 2 30 0 0.0 0.891902
DB00627 Niacin lupus.erythematosus.systemic False 2 75 0 NA -0.937325
DB00627 Niacin anemia.hemolytic False 2 29 0 NA -1.650576
DB00627 Niacin lymphoma False 2 24 0 NA -0.112603
DB00627 Niacin colitis.ulcerative False 2 55 0 0.0 0.107368
DB00627 Niacin malabsorption.syndromes False 2 34 0 NA 0.911628
DB00627 Niacin colitis False 2 55 0 NA 0.017288
DB00627 Niacin anemia False 2 58 0 NA -0.919024
DB00627 Niacin sarcoma False 2 25 0 -0.0519465500904 -0.147565
DB00627 Niacin multiple.sclerosis False 2 69 0 -0.0326712033767 -0.977538
DB00627 Niacin coronary.disease False 2 37 0 NA 0.878570
DB00627 Niacin lymphoma.non.hodgkin False 2 22 0 NA -0.140350
DB00627 Niacin hematologic.diseases False 2 188 0 NA -0.326111
DB00627 Niacin skin.diseases False 2 278 0 NA -0.132074
DB00627 Niacin blood.coagulation.disorders False 2 40 0 NA 2.421024
DB00627 Niacin cardiovascular.diseases False 2 330 0 NA -0.011104
DB00627 Niacin amyotrophic.lateral.sclerosis False 2 21 0 NA 0.948973
DB00627 Niacin cardiomyopathy.dilated False 2 29 0 NA -0.253231
DB00627 Niacin lung.diseases False 2 71 0 NA 0.377809
DB00627 Niacin bacterial.infections False 2 26 0 NA 0.842658
DB00627 Niacin diabetes.mellitus.type.1 False 2 82 0 NA 0.294724
DB00627 Niacin arthritis.rheumatoid False 2 42 0 0.0 0.012164
DB00627 Niacin liver.cirrhosis.biliary False 2 23 0 NA -0.331562
DB00627 Niacin coronary.artery.disease False 2 31 0 NA 0.709370
DB00627 Niacin leukemia.lymphoid False 2 66 0 NA 0.414632
DB00627 Niacin arterial.occlusive.diseases False 2 44 0 NA -0.109880
DB00627 Niacin heart.diseases False 2 167 0 NA 0.750000
DB00883 Isosorbide.Dinitrate bone.diseases.metabolic False 1 27 0 NA -0.143230
DB00883 Isosorbide.Dinitrate colorectal.neoplasms False 1 42 0 -0.0480284692911 0.512915
DB00883 Isosorbide.Dinitrate eye.diseases False 1 231 0 NA -0.798424
DB00883 Isosorbide.Dinitrate collagen.diseases False 1 25 0 NA -0.095872
DB00883 Isosorbide.Dinitrate leukemia.myeloid.acute False 1 43 0 0.104302480834 0.496029
DB00883 Isosorbide.Dinitrate kidney.diseases False 1 144 0 NA 0.667833
DB00883 Isosorbide.Dinitrate epilepsy False 1 25 0 0.0 -0.086391
DB00883 Isosorbide.Dinitrate joint.diseases False 1 79 0 NA 0.503386
DB00883 Isosorbide.Dinitrate vascular.diseases False 1 181 0 NA -0.880881
DB00883 Isosorbide.Dinitrate neuroendocrine.tumors False 1 24 0 NA 0.182556
DB00883 Isosorbide.Dinitrate parkinsonian.disorders False 1 31 0 NA 0.146888
DB00883 Isosorbide.Dinitrate hypopigmentation False 1 22 0 NA 0.166414
DB00883 Isosorbide.Dinitrate intestinal.neoplasms False 1 42 0 NA 0.510047
DB00883 Isosorbide.Dinitrate thyroid.diseases False 1 30 0 NA 0.105380
DB00883 Isosorbide.Dinitrate diabetes.mellitus False 1 162 0 NA -1.151550
DB00883 Isosorbide.Dinitrate dementia False 1 42 0 NA -2.220422
DB00883 Isosorbide.Dinitrate mycobacterium.infections False 1 22 0 NA 2.844598
DB00883 Isosorbide.Dinitrate arrhythmias.cardiac False 1 30 0 NA -2.650825
DB00883 Isosorbide.Dinitrate prostatic.neoplasms False 1 61 0 -0.100789473684 0.394633
DB00883 Isosorbide.Dinitrate head.and.neck.neoplasms False 1 35 0 NA -1.920009
DB00883 Isosorbide.Dinitrate inflammatory.bowel.diseases False 1 119 0 0.0 0.627818
DB00883 Isosorbide.Dinitrate gastrointestinal.neoplasms False 1 72 0 NA -1.437875
DB00883 Isosorbide.Dinitrate asthma False 1 36 0 0.0 -2.566675
DB00883 Isosorbide.Dinitrate alzheimer.disease False 1 29 0 0.0479117495047 -2.532821
DB00883 Isosorbide.Dinitrate metabolism.inborn.errors False 1 289 0 NA 0.964707
DB00883 Isosorbide.Dinitrate macular.degeneration False 1 44 0 NA 0.018965
DB00883 Isosorbide.Dinitrate breast.neoplasms False 1 40 0 0.0327597122922 0.387081
DB00883 Isosorbide.Dinitrate hypersensitivity False 1 45 0 NA -2.500400
DB00883 Isosorbide.Dinitrate adenocarcinoma False 1 32 0 NA 0.357180
DB00883 Isosorbide.Dinitrate bone.diseases False 1 144 0 NA 0.743021
DB00883 Isosorbide.Dinitrate insulin.resistance False 1 26 0 NA -0.159257
DB00883 Isosorbide.Dinitrate motor.neuron.disease False 1 31 0 NA 0.285901
DB00883 Isosorbide.Dinitrate crohn.disease False 1 71 0 NA 0.497499
DB00883 Isosorbide.Dinitrate endocrine.system.diseases False 1 291 0 NA -0.610300
DB00883 Isosorbide.Dinitrate keratosis False 1 21 0 NA 0.023100
DB00883 Isosorbide.Dinitrate psoriasis False 1 54 0 -0.0515944525799 0.452561
DB00883 Isosorbide.Dinitrate varicose.veins False 1 20 0 NA -2.627135
DB00883 Isosorbide.Dinitrate spinal.cord.diseases False 1 59 0 NA -1.869270
DB00883 Isosorbide.Dinitrate neoplasms False 1 482 0 NA -0.274844
DB00883 Isosorbide.Dinitrate rheumatic.diseases False 1 59 0 NA 0.392242
DB00883 Isosorbide.Dinitrate pancreatic.diseases False 1 24 0 NA 0.143499
DB00883 Isosorbide.Dinitrate myocardial.ischemia False 1 43 0 NA 0.210314
DB00883 Isosorbide.Dinitrate autoimmune.diseases False 1 243 0 NA 1.065527
DB00883 Isosorbide.Dinitrate kidney.neoplasms False 1 20 0 NA 0.090230
DB00883 Isosorbide.Dinitrate arthritis False 1 76 0 NA 0.546765
DB00883 Isosorbide.Dinitrate leukemia False 1 117 0 NA 0.841313
DB00883 Isosorbide.Dinitrate hyperinsulinism False 1 26 0 NA -0.144713
DB00883 Isosorbide.Dinitrate diabetes.mellitus.type.2 False 1 72 0 0.0554843225084 -1.976525
DB00883 Isosorbide.Dinitrate arteriosclerosis False 1 38 0 NA 0.228218
DB00883 Isosorbide.Dinitrate gastroenteritis False 1 122 0 NA 0.633727
DB00883 Isosorbide.Dinitrate liver.cirrhosis False 1 24 0 NA 0.214535
DB00883 Isosorbide.Dinitrate parkinson.disease False 1 30 0 0.0 0.181339
DB00883 Isosorbide.Dinitrate lupus.erythematosus.systemic False 1 75 0 NA 0.447125
DB00883 Isosorbide.Dinitrate anemia.hemolytic False 1 29 0 NA 0.174208
DB00883 Isosorbide.Dinitrate lymphoma False 1 24 0 NA 0.312646
DB00883 Isosorbide.Dinitrate colitis.ulcerative False 1 55 0 -0.0112987768111 0.393720
DB00883 Isosorbide.Dinitrate malabsorption.syndromes False 1 34 0 NA 0.139943
DB00883 Isosorbide.Dinitrate colitis False 1 55 0 NA 0.345388
DB00883 Isosorbide.Dinitrate anemia False 1 58 0 NA 0.585482
DB00883 Isosorbide.Dinitrate sarcoma False 1 25 0 0.0 0.249811
DB00883 Isosorbide.Dinitrate multiple.sclerosis False 1 69 0 -0.0219299681282 0.469641
DB00883 Isosorbide.Dinitrate coronary.disease True 1 37 0 NA 0.141238
DB00883 Isosorbide.Dinitrate lymphoma.non.hodgkin False 1 22 0 NA 0.240880
DB00883 Isosorbide.Dinitrate hematologic.diseases False 1 188 0 NA 1.107330
DB00883 Isosorbide.Dinitrate skin.diseases False 1 278 0 NA -0.759180
DB00883 Isosorbide.Dinitrate blood.coagulation.disorders False 1 40 0 NA 0.323407
DB00883 Isosorbide.Dinitrate cardiovascular.diseases False 1 330 0 NA -0.595628
DB00883 Isosorbide.Dinitrate amyotrophic.lateral.sclerosis False 1 21 0 NA 0.124004
DB00883 Isosorbide.Dinitrate cardiomyopathy.dilated False 1 29 0 NA -2.426603
DB00883 Isosorbide.Dinitrate lung.diseases False 1 71 0 NA -1.769836
DB00883 Isosorbide.Dinitrate bacterial.infections False 1 26 0 NA -2.695555
DB00883 Isosorbide.Dinitrate diabetes.mellitus.type.1 False 1 82 0 NA 0.484678
DB00883 Isosorbide.Dinitrate arthritis.rheumatoid False 1 42 0 -0.0702722026014 0.353684
DB00883 Isosorbide.Dinitrate liver.cirrhosis.biliary False 1 23 0 NA 0.163663
DB00883 Isosorbide.Dinitrate coronary.artery.disease False 1 31 0 NA 0.044766
DB00883 Isosorbide.Dinitrate leukemia.lymphoid False 1 66 0 NA 0.541250
DB00883 Isosorbide.Dinitrate arterial.occlusive.diseases False 1 44 0 NA 0.271298
DB00883 Isosorbide.Dinitrate heart.diseases False 1 167 0 NA -1.100651
DB00620 Triamcinolone bone.diseases.metabolic False 1 27 0 NA 0.404520
DB00620 Triamcinolone colorectal.neoplasms False 1 42 0 0.041414850547 -0.418665
DB00620 Triamcinolone eye.diseases False 1 231 0 NA -0.022366
DB00620 Triamcinolone collagen.diseases False 1 25 0 NA 0.337094
DB00620 Triamcinolone leukemia.myeloid.acute False 1 43 0 0.0455041347231 -0.552705
DB00620 Triamcinolone kidney.diseases False 1 144 0 NA -0.534197
DB00620 Triamcinolone epilepsy False 1 25 0 0.0 0.357030
DB00620 Triamcinolone joint.diseases False 1 79 0 NA -0.446140
DB00620 Triamcinolone vascular.diseases False 1 181 0 NA 0.060356
DB00620 Triamcinolone neuroendocrine.tumors False 1 24 0 NA -1.156049
DB00620 Triamcinolone parkinsonian.disorders False 1 31 0 NA 0.473409
DB00620 Triamcinolone hypopigmentation False 1 22 0 NA 0.727360
DB00620 Triamcinolone intestinal.neoplasms False 1 42 0 NA -0.445756
DB00620 Triamcinolone thyroid.diseases False 1 30 0 NA 0.755923
DB00620 Triamcinolone diabetes.mellitus False 1 162 0 NA -0.506242
DB00620 Triamcinolone dementia False 1 42 0 NA -0.932287
DB00620 Triamcinolone mycobacterium.infections False 1 22 0 NA -1.083473
DB00620 Triamcinolone arrhythmias.cardiac False 1 30 0 NA 0.319542
DB00620 Triamcinolone prostatic.neoplasms False 1 61 0 -0.020750064605 -0.884608
DB00620 Triamcinolone head.and.neck.neoplasms False 1 35 0 NA -0.838795
DB00620 Triamcinolone inflammatory.bowel.diseases False 1 119 0 0.118363554139 -0.472012
DB00620 Triamcinolone gastrointestinal.neoplasms False 1 72 0 NA -0.236721
DB00620 Triamcinolone asthma False 1 36 0 -0.0553456370058 -1.010051
DB00620 Triamcinolone alzheimer.disease False 1 29 0 0.0497818502886 -1.156049
DB00620 Triamcinolone metabolism.inborn.errors False 1 289 0 NA -0.296852
DB00620 Triamcinolone macular.degeneration False 1 44 0 NA 0.398480
DB00620 Triamcinolone breast.neoplasms False 1 40 0 0.0436226203807 -0.618972
DB00620 Triamcinolone hypersensitivity False 1 45 0 NA -0.970437
DB00620 Triamcinolone adenocarcinoma False 1 32 0 NA -0.831894
DB00620 Triamcinolone bone.diseases False 1 144 0 NA -0.276453
DB00620 Triamcinolone insulin.resistance False 1 26 0 NA 0.588128
DB00620 Triamcinolone motor.neuron.disease False 1 31 0 NA -0.750000
DB00620 Triamcinolone crohn.disease False 1 71 0 NA -0.606722
DB00620 Triamcinolone endocrine.system.diseases False 1 291 0 NA 0.166414
DB00620 Triamcinolone keratosis False 1 21 0 NA 0.661896
DB00620 Triamcinolone psoriasis False 1 54 0 0.0 1.103311
DB00620 Triamcinolone varicose.veins False 1 20 0 NA 0.341328
DB00620 Triamcinolone spinal.cord.diseases False 1 59 0 NA -0.308199
DB00620 Triamcinolone neoplasms False 1 482 0 NA 0.214535
DB00620 Triamcinolone rheumatic.diseases False 1 59 0 NA -0.592749
DB00620 Triamcinolone pancreatic.diseases False 1 24 0 NA 1.148841
DB00620 Triamcinolone myocardial.ischemia False 1 43 0 NA -1.424887
DB00620 Triamcinolone autoimmune.diseases False 1 243 0 NA 0.109066
DB00620 Triamcinolone kidney.neoplasms False 1 20 0 NA -1.310493
DB00620 Triamcinolone arthritis True 1 76 0 NA -0.415130
DB00620 Triamcinolone leukemia False 1 117 0 NA -0.124913
DB00620 Triamcinolone hyperinsulinism False 1 26 0 NA 0.586588
DB00620 Triamcinolone diabetes.mellitus.type.2 False 1 72 0 0.0552461452321 0.825029
DB00620 Triamcinolone arteriosclerosis False 1 38 0 NA -1.451065
DB00620 Triamcinolone gastroenteritis False 1 122 0 NA -0.462105
DB00620 Triamcinolone liver.cirrhosis False 1 24 0 NA -0.715911
DB00620 Triamcinolone parkinson.disease False 1 30 0 -0.0067014816091 0.478018
DB00620 Triamcinolone lupus.erythematosus.systemic False 1 75 0 NA -0.700224
DB00620 Triamcinolone anemia.hemolytic False 1 29 0 NA 0.689149
DB00620 Triamcinolone lymphoma False 1 24 0 NA -0.702317
DB00620 Triamcinolone colitis.ulcerative False 1 55 0 0.0 -1.307680
DB00620 Triamcinolone malabsorption.syndromes False 1 34 0 NA -1.347925
DB00620 Triamcinolone colitis False 1 55 0 NA -1.240190
DB00620 Triamcinolone anemia False 1 58 0 NA 2.583385
DB00620 Triamcinolone sarcoma False 1 25 0 0.0493685933328 -0.864485
DB00620 Triamcinolone multiple.sclerosis False 1 69 0 0.00685373417176 -0.340855
DB00620 Triamcinolone coronary.disease False 1 37 0 NA -1.396371
DB00620 Triamcinolone lymphoma.non.hodgkin False 1 22 0 NA -0.714545
DB00620 Triamcinolone hematologic.diseases False 1 188 0 NA 0.124061
DB00620 Triamcinolone skin.diseases False 1 278 0 NA 0.015813
DB00620 Triamcinolone blood.coagulation.disorders False 1 40 0 NA 0.609729
DB00620 Triamcinolone cardiovascular.diseases False 1 330 0 NA 0.149207
DB00620 Triamcinolone amyotrophic.lateral.sclerosis False 1 21 0 NA 0.776250
DB00620 Triamcinolone cardiomyopathy.dilated False 1 29 0 NA 0.614337
DB00620 Triamcinolone lung.diseases False 1 71 0 NA -0.300724
DB00620 Triamcinolone bacterial.infections False 1 26 0 NA -1.074789
DB00620 Triamcinolone diabetes.mellitus.type.1 False 1 82 0 NA -0.709760
DB00620 Triamcinolone arthritis.rheumatoid False 1 42 0 0.049714876389 -0.759794
DB00620 Triamcinolone liver.cirrhosis.biliary False 1 23 0 NA -0.745757
DB00620 Triamcinolone coronary.artery.disease False 1 31 0 NA -1.687055
DB00620 Triamcinolone leukemia.lymphoid False 1 66 0 NA -0.525820
DB00620 Triamcinolone arterial.occlusive.diseases False 1 44 0 NA -1.184840
DB00620 Triamcinolone heart.diseases False 1 167 0 NA -0.367524
DB00184 Nicotine bone.diseases.metabolic False 7 27 0 NA 2.025324
DB00184 Nicotine colorectal.neoplasms False 7 42 0 NA 0.442409
DB00184 Nicotine eye.diseases False 7 231 0 NA -0.374366
DB00184 Nicotine collagen.diseases False 7 25 0 NA -1.272722
DB00184 Nicotine leukemia.myeloid.acute False 7 43 0 NA 3.146057
DB00184 Nicotine kidney.diseases False 7 144 0 NA 3.142340
DB00184 Nicotine epilepsy False 7 25 3 NA -7.999959
DB00184 Nicotine joint.diseases False 7 79 0 NA 3.363467
DB00184 Nicotine vascular.diseases False 7 181 0 NA 0.204624
DB00184 Nicotine neuroendocrine.tumors False 7 24 0 NA 2.010875
DB00184 Nicotine parkinsonian.disorders False 7 31 0 NA 1.222953
DB00184 Nicotine hypopigmentation False 7 22 0 NA 2.423094
DB00184 Nicotine intestinal.neoplasms False 7 42 0 NA 0.411967
DB00184 Nicotine thyroid.diseases False 7 30 0 NA 2.415681
DB00184 Nicotine diabetes.mellitus False 7 162 0 NA 0.611953
DB00184 Nicotine dementia False 7 42 0 NA -1.322402
DB00184 Nicotine mycobacterium.infections False 7 22 0 NA 2.183387
DB00184 Nicotine arrhythmias.cardiac False 7 30 0 NA -1.243493
DB00184 Nicotine prostatic.neoplasms False 7 61 0 NA -0.490310
DB00184 Nicotine head.and.neck.neoplasms False 7 35 0 NA 2.644008
DB00184 Nicotine inflammatory.bowel.diseases False 7 119 0 NA 1.160601
DB00184 Nicotine gastrointestinal.neoplasms False 7 72 0 NA 1.053589
DB00184 Nicotine asthma False 7 36 0 NA 2.077262
DB00184 Nicotine alzheimer.disease False 7 29 0 NA -1.228503
DB00184 Nicotine metabolism.inborn.errors False 7 289 0 NA 3.281518
DB00184 Nicotine macular.degeneration False 7 44 0 NA -2.826386
DB00184 Nicotine breast.neoplasms False 7 40 0 NA 1.506994
DB00184 Nicotine hypersensitivity False 7 45 0 NA 2.383115
DB00184 Nicotine adenocarcinoma False 7 32 0 NA -0.077434
DB00184 Nicotine bone.diseases False 7 144 0 NA 1.430195
DB00184 Nicotine insulin.resistance False 7 26 0 NA -0.662893
DB00184 Nicotine motor.neuron.disease False 7 31 0 NA -0.167391
DB00184 Nicotine crohn.disease False 7 71 0 NA 0.440872
DB00184 Nicotine endocrine.system.diseases False 7 291 0 NA 1.471826
DB00184 Nicotine keratosis False 7 21 0 NA 1.583397
DB00184 Nicotine psoriasis False 7 54 0 NA 0.142162
DB00184 Nicotine varicose.veins False 7 20 0 NA 1.062154
DB00184 Nicotine spinal.cord.diseases False 7 59 0 NA -0.116157
DB00184 Nicotine neoplasms False 7 482 1 NA -1.247672
DB00184 Nicotine rheumatic.diseases False 7 59 0 NA 3.022631
DB00184 Nicotine pancreatic.diseases False 7 24 0 NA -0.628486
DB00184 Nicotine myocardial.ischemia False 7 43 0 NA 0.687826
DB00184 Nicotine autoimmune.diseases False 7 243 0 NA 1.212526
DB00184 Nicotine kidney.neoplasms False 7 20 0 NA 2.332588
DB00184 Nicotine arthritis False 7 76 0 NA 3.301249
DB00184 Nicotine leukemia False 7 117 0 NA 1.472942
DB00184 Nicotine hyperinsulinism False 7 26 0 NA -0.561039
DB00184 Nicotine diabetes.mellitus.type.2 False 7 72 0 NA -0.422648
DB00184 Nicotine arteriosclerosis False 7 38 0 NA 0.714494
DB00184 Nicotine gastroenteritis False 7 122 0 NA 1.042471
DB00184 Nicotine liver.cirrhosis False 7 24 0 NA 3.221737
DB00184 Nicotine parkinson.disease False 7 30 0 NA 1.262734
DB00184 Nicotine lupus.erythematosus.systemic False 7 75 0 NA -0.239475
DB00184 Nicotine anemia.hemolytic False 7 29 0 NA 2.323872
DB00184 Nicotine lymphoma False 7 24 0 NA 2.175265
